registration,vote_intention,vote_2020,age,gender,race_ethnicity,household_income,education,state,vote_trump
Registered,"Yes, I will vote",Joe Biden,65,Female,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CO,0
Registered,"Yes, I will vote",Donald Trump,54,Female,White,"Less than $14,999",Completed some high school,WV,1
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$200,000 to $249,999",Doctorate degree,CA,1
Registered,"Yes, I will vote",Donald Trump,57,Male,White,"$50,000 to $54,999",Associate Degree,AZ,1
Registered,"Yes, I will vote",Joe Biden,66,Male,White,"$50,000 to $54,999",Other post high school vocational training,NC,0
Registered,"Yes, I will vote",Donald Trump,73,Male,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",PA,1
Registered,"Yes, I will vote",Donald Trump,61,Male,White,"$95,000 to $99,999",Other post high school vocational training,VA,1
Registered,"Yes, I will vote",Joe Biden,42,Male,Asian (Chinese),"$100,000 to $124,999",Masters degree,MA,0
Registered,"Yes, I will vote",Joe Biden,38,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NY,0
Registered,"Yes, I will vote",Donald Trump,56,Male,White,"$60,000 to $64,999","Completed some college, but no degree",IL,1
Registered,"Yes, I will vote",Donald Trump,50,Male,White,"$30,000 to $34,999",Completed some high school,SC,1
Registered,"Yes, I will vote",Joe Biden,61,Male,White,"$175,000 to $199,999",Associate Degree,OR,0
Registered,"Yes, I will vote",Joe Biden,34,Female,White,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",GA,0
Registered,"Yes, I will vote",Donald Trump,32,Female,White,"$125,000 to $149,999",Other post high school vocational training,LA,1
Registered,"Yes, I will vote",Donald Trump,60,Male,White,"$30,000 to $34,999",High school graduate,MO,1
Registered,"Yes, I will vote",Donald Trump,58,Female,White,"$50,000 to $54,999",Other post high school vocational training,FL,1
Registered,"Yes, I will vote",Joe Biden,48,Male,White,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",KY,0
Registered,"Yes, I will vote",Joe Biden,33,Female,White,"$40,000 to $44,999","Completed some college, but no degree",MI,0
Registered,"Yes, I will vote",Donald Trump,60,Female,White,"$30,000 to $34,999",Completed some high school,PA,1
Registered,"Yes, I will vote",Donald Trump,56,Male,White,"$45,000 to $49,999","Completed some college, but no degree",IL,1
Registered,"Yes, I will vote",Joe Biden,42,Male,"Black, or African American","$25,000 to $29,999",Other post high school vocational training,GA,0
Registered,"Yes, I will vote",Joe Biden,35,Male,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Joe Biden,20,Male,White,"$50,000 to $54,999","Completed some college, but no degree",WA,0
Registered,"Yes, I will vote",Donald Trump,38,Male,Asian (Filipino),"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,1
Registered,"Yes, I will vote",Joe Biden,40,Male,White,"Less than $14,999","Completed some college, but no degree",DE,0
Registered,"Yes, I will vote",Joe Biden,34,Female,White,"$100,000 to $124,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Joe Biden,28,Male,"Black, or African American","$45,000 to $49,999",Completed some high school,TX,0
Registered,"Yes, I will vote",Joe Biden,53,Female,"Black, or African American","$15,000 to $19,999",Other post high school vocational training,TX,0
Registered,"Yes, I will vote",Joe Biden,27,Female,White,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",NC,0
Registered,"Yes, I will vote",Joe Biden,24,Female,Asian (Chinese),"$65,000 to $69,999",Masters degree,CA,0
Registered,"Yes, I will vote",Donald Trump,31,Female,White,"$100,000 to $124,999",Masters degree,TN,1
Registered,"Yes, I will vote",Donald Trump,62,Female,White,"Less than $14,999",High school graduate,OR,1
Registered,"Yes, I will vote",Joe Biden,24,Female,White,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",WA,0
Registered,"Yes, I will vote",Joe Biden,72,Male,White,"$150,000 to $174,999",Masters degree,IL,0
Registered,"Yes, I will vote",Joe Biden,59,Female,White,"$125,000 to $149,999",Associate Degree,MD,0
Registered,"Yes, I will vote",Donald Trump,62,Female,White,"$25,000 to $29,999","Completed some college, but no degree",MS,1
Registered,Not sure,Joe Biden,49,Female,White,"$15,000 to $19,999",Other post high school vocational training,TN,0
Registered,"Yes, I will vote",Joe Biden,50,Male,White,"$100,000 to $124,999","Completed some college, but no degree",MI,0
Registered,"Yes, I will vote",Joe Biden,35,Male,Some other race,"$15,000 to $19,999",Completed some high school,CA,0
Registered,"Yes, I will vote",Donald Trump,60,Male,White,"Less than $14,999","College Degree (such as B.A., B.S.)",CA,1
Registered,"Yes, I will vote",Joe Biden,49,Female,"Black, or African American","$60,000 to $64,999",Associate Degree,PA,0
Registered,"Yes, I will vote",Donald Trump,79,Male,White,"$20,000 to $24,999",High school graduate,WI,1
Registered,"Yes, I will vote",Donald Trump,61,Female,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",NC,1
Registered,"Yes, I will vote",Donald Trump,44,Male,White,"$35,000 to $39,999",Completed some high school,NY,1
Registered,"Yes, I will vote",Joe Biden,62,Male,White,"$75,000 to $79,999","Completed some college, but no degree",IN,0
Registered,"Yes, I will vote",Joe Biden,31,Male,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Donald Trump,20,Male,White,"$20,000 to $24,999",Completed some high school,TX,1
Registered,"Yes, I will vote",Donald Trump,51,Male,Asian (Asian Indian),"$125,000 to $149,999",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,37,Male,White,"$200,000 to $249,999",Masters degree,NY,1
Registered,"Yes, I will vote",Joe Biden,50,Male,White,"Less than $14,999",High school graduate,WA,0
Registered,"Yes, I will vote",Joe Biden,44,Female,White,"$15,000 to $19,999",Completed some high school,NC,0
Registered,"Yes, I will vote",Joe Biden,26,Female,White,"$20,000 to $24,999",Completed some high school,WA,0
Registered,"Yes, I will vote",Joe Biden,38,Female,White,"Less than $14,999","Completed some college, but no degree",VA,0
Registered,"Yes, I will vote",Joe Biden,52,Female,White,"$45,000 to $49,999",Completed some high school,SC,0
Registered,"Yes, I will vote",Joe Biden,59,Female,White,"$25,000 to $29,999",Completed some high school,IL,0
Registered,"Yes, I will vote",Joe Biden,32,Female,Some other race,"Less than $14,999",Other post high school vocational training,NJ,0
Registered,"Yes, I will vote",Donald Trump,47,Female,White,"$20,000 to $24,999",Completed some high school,FL,1
Registered,"Yes, I will vote",Donald Trump,60,Female,White,"$40,000 to $44,999",Completed some high school,MD,1
Registered,"Yes, I will vote",Joe Biden,37,Female,"Black, or African American","$150,000 to $174,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Donald Trump,25,Male,White,"$125,000 to $149,999",Associate Degree,IL,1
Registered,"Yes, I will vote",Joe Biden,41,Male,Asian (Asian Indian),"$45,000 to $49,999","College Degree (such as B.A., B.S.)",CO,0
Registered,"Yes, I will vote",Joe Biden,23,Female,"Black, or African American","$25,000 to $29,999","Completed some college, but no degree",VA,0
Registered,"Yes, I will vote",Joe Biden,62,Female,White,"Less than $14,999","Completed some college, but no degree",NY,0
Registered,"Yes, I will vote",Joe Biden,37,Female,"Black, or African American","$35,000 to $39,999",Masters degree,CT,0
Registered,"Yes, I will vote",Donald Trump,32,Male,White,"$100,000 to $124,999","Completed some graduate, but no degree",OH,1
Registered,"Yes, I will vote",Joe Biden,41,Male,"Black, or African American","$100,000 to $124,999",Masters degree,NY,0
Registered,"Yes, I will vote",Joe Biden,19,Female,"Black, or African American","$35,000 to $39,999","Completed some college, but no degree",NY,0
Registered,"Yes, I will vote",Donald Trump,50,Male,White,"$30,000 to $34,999",Other post high school vocational training,CA,1
Registered,"Yes, I will vote",Joe Biden,29,Male,White,"$35,000 to $39,999","Completed some college, but no degree",MO,0
Registered,"Yes, I will vote",Joe Biden,45,Female,White,"$100,000 to $124,999",Other post high school vocational training,KY,0
Registered,"Yes, I will vote",Joe Biden,62,Female,White,"$55,000 to $59,999","Completed some college, but no degree",CT,0
Registered,"Yes, I will vote",Joe Biden,51,Female,"Black, or African American","$45,000 to $49,999","Completed some college, but no degree",TN,0
Registered,"Yes, I will vote",Donald Trump,43,Male,White,"$75,000 to $79,999",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,68,Female,White,"$15,000 to $19,999",High school graduate,FL,1
Registered,"Yes, I will vote",Joe Biden,46,Male,"Black, or African American","$50,000 to $54,999","College Degree (such as B.A., B.S.)",MI,0
Registered,"Yes, I will vote",Donald Trump,43,Female,White,"$75,000 to $79,999",Doctorate degree,NC,1
Registered,"Yes, I will vote",Joe Biden,44,Female,White,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",OR,0
Registered,"Yes, I will vote",Donald Trump,58,Female,White,"$35,000 to $39,999",Completed some high school,PA,1
Registered,"Yes, I will vote",Donald Trump,30,Female,White,"$250,000 and above","College Degree (such as B.A., B.S.)",NJ,1
Registered,"Yes, I will vote",Joe Biden,23,Female,"Black, or African American","Less than $14,999","Completed some college, but no degree",TN,0
Registered,"Yes, I will vote",Donald Trump,29,Female,White,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",PA,1
Registered,"Yes, I will vote",Donald Trump,40,Female,Some other race,"$250,000 and above",Doctorate degree,CA,1
Registered,"Yes, I will vote",Donald Trump,54,Female,White,"$40,000 to $44,999",Associate Degree,AZ,1
Registered,"Yes, I will vote",Joe Biden,33,Male,Some other race,"$45,000 to $49,999","Completed some college, but no degree",CA,0
Registered,"Yes, I will vote",Donald Trump,49,Male,White,"$200,000 to $249,999","Completed some graduate, but no degree",OR,1
Registered,"Yes, I will vote",Donald Trump,34,Female,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",MO,1
Registered,"Yes, I will vote",Joe Biden,43,Male,White,"$50,000 to $54,999",Masters degree,NJ,0
Registered,"Yes, I will vote",Joe Biden,55,Female,White,"$35,000 to $39,999",Associate Degree,NY,0
Registered,"Yes, I will vote",Donald Trump,18,Male,"Black, or African American","Less than $14,999",Middle School - Grades 4 - 8,TX,1
Registered,"Yes, I will vote",Donald Trump,51,Female,White,"$200,000 to $249,999","Completed some college, but no degree",MA,1
Registered,"Yes, I will vote",Joe Biden,37,Female,White,"$85,000 to $89,999",Doctorate degree,SC,0
Registered,"Yes, I will vote",Joe Biden,55,Female,White,"$50,000 to $54,999",Other post high school vocational training,FL,0
Registered,"Yes, I will vote",Joe Biden,18,Female,White,"$250,000 and above",High school graduate,NY,0
Registered,"Yes, I will vote",Donald Trump,70,Female,White,"$55,000 to $59,999",Other post high school vocational training,FL,1
Registered,"Yes, I will vote",Joe Biden,74,Female,White,"$40,000 to $44,999",High school graduate,PA,0
Registered,"Yes, I will vote",Donald Trump,71,Male,White,"$100,000 to $124,999","Completed some college, but no degree",CA,1
Registered,"Yes, I will vote",Joe Biden,29,Female,White,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",GA,0
Registered,"Yes, I will vote",Donald Trump,25,Female,White,"$30,000 to $34,999","Completed some college, but no degree",AL,1
Registered,"Yes, I will vote",Donald Trump,40,Female,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",TX,1
Registered,Not sure,Donald Trump,19,Female,White,"$200,000 to $249,999","Completed some college, but no degree",CA,1
Registered,"Yes, I will vote",Donald Trump,21,Female,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",TX,1
Registered,"Yes, I will vote",Donald Trump,41,Male,White,"$150,000 to $174,999",Masters degree,NY,1
Registered,"Yes, I will vote",Joe Biden,55,Female,White,"$35,000 to $39,999",Associate Degree,NY,0
Registered,"Yes, I will vote",Donald Trump,58,Female,White,"$125,000 to $149,999","Completed some college, but no degree",CA,1
Registered,"Yes, I will vote",Joe Biden,48,Female,Some other race,"Less than $14,999","Completed some college, but no degree",NM,0
Registered,"Yes, I will vote",Joe Biden,73,Female,White,"$25,000 to $29,999",High school graduate,IN,0
Registered,"Yes, I will vote",Donald Trump,29,Female,White,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",UT,1
Registered,"Yes, I will vote",Donald Trump,60,Male,White,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",MO,1
Registered,"Yes, I will vote",Joe Biden,48,Female,"Black, or African American","$85,000 to $89,999",Masters degree,IN,0
Registered,"Yes, I will vote",Donald Trump,77,Female,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",OH,1
Registered,"Yes, I will vote",Donald Trump,79,Male,White,"$50,000 to $54,999","Completed some college, but no degree",CA,1
Registered,"Yes, I will vote",Joe Biden,51,Female,Some other race,"$15,000 to $19,999","Completed some college, but no degree",CA,0
Registered,"Yes, I will vote",Donald Trump,57,Male,White,"$35,000 to $39,999","Completed some college, but no degree",OH,1
Registered,"Yes, I will vote",Donald Trump,57,Male,White,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",IL,1
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$200,000 to $249,999",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,70,Female,White,"$35,000 to $39,999",High school graduate,NY,1
Registered,"Yes, I will vote",Joe Biden,37,Male,"Black, or African American","Less than $14,999",Completed some high school,FL,0
Registered,"Yes, I will vote",Donald Trump,58,Male,White,"Less than $14,999",High school graduate,TX,1
Registered,"Yes, I will vote",Joe Biden,45,Female,White,"$55,000 to $59,999",Associate Degree,NE,0
Registered,"Yes, I will vote",Joe Biden,65,Female,White,"$35,000 to $39,999","Completed some college, but no degree",OR,0
Registered,"Yes, I will vote",Joe Biden,65,Female,White,"$20,000 to $24,999",Other post high school vocational training,NC,0
Registered,"Yes, I will vote",Joe Biden,52,Male,White,"Less than $14,999",High school graduate,WA,0
Registered,"Yes, I will vote",Joe Biden,41,Female,White,"$15,000 to $19,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",TX,1
Registered,"Yes, I will vote",Joe Biden,54,Male,White,"$20,000 to $24,999",High school graduate,KS,0
Registered,"Yes, I will vote",Donald Trump,29,Female,White,"$70,000 to $74,999","Completed some college, but no degree",CA,1
Registered,"Yes, I will vote",Donald Trump,30,Male,White,"Less than $14,999",High school graduate,WA,1
Registered,"Yes, I will vote",Donald Trump,71,Female,White,"Less than $14,999","Completed some college, but no degree",AZ,1
Registered,"Yes, I will vote",Donald Trump,66,Male,White,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",NY,1
Registered,"Yes, I will vote",Joe Biden,45,Male,American Indian or Alaska Native,"$30,000 to $34,999",Associate Degree,OK,0
Registered,"Yes, I will vote",Joe Biden,22,Male,White,"$50,000 to $54,999",Other post high school vocational training,MD,0
Registered,"Yes, I will vote",Donald Trump,48,Female,White,"$125,000 to $149,999",Masters degree,OH,1
Registered,"Yes, I will vote",Joe Biden,44,Male,White,"$125,000 to $149,999",Masters degree,WI,0
Registered,Not sure,Donald Trump,20,Male,White,"$100,000 to $124,999","Completed some graduate, but no degree",TX,1
